kind,.pred_AI,.pred_class,detector,native,name,model,document_id,prompt
AI,0.985932377,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,925,Simplify like non-native
Human,0.000187249,Human,HFOpenAI,Yes,Real College Essays,Human,294,NA
AI,0.00042959,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,732,Elevate using literary
Human,0.020317888,Human,Crossplag,Yes,Real College Essays,Human,402,NA
Human,0.000100502,Human,OriginalityAI,No,Real TOEFL,Human,76,NA
Human,2.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,888,NA
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,678,Plain
Human,0.000797211,Human,HFOpenAI,Yes,Real CS224N,Human,771,NA
AI,0.822409153,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,105,Simplify like non-native
Human,0.001201167,Human,HFOpenAI,Yes,US 8th grade essay,Human,200,NA
AI,0.996151268,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,37,Plain
Human,0.990237772,AI,OriginalityAI,Yes,Real CS224N,Human,870,NA
AI,5.15E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,613,Elevate using technical
AI,0.368457407,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,588,Plain
Human,3.04E-21,Human,GPTZero,Yes,Real College Essays,Human,219,NA
AI,0.000749574,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
Human,0.999927042,AI,Sapling,No,Real TOEFL,Human,356,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,606,Elevate using technical
AI,0.389806211,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,649,Elevate using technical
AI,0.900023467,AI,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,458,Enhance like native
Human,0.004018199,Human,Crossplag,Yes,Real CS224N,Human,819,NA
AI,0.002067685,Human,Quil,NA,Fake College Essays - GPT3,GPT3,72,Plain
AI,5.66E-07,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,714,Elevate using technical
AI,0.989596937,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,29,Plain
Human,0.000400126,Human,Quil,Yes,Real College Essays,Human,290,NA
AI,0.931690475,AI,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,66,Elevate using literary
AI,1.47E-05,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,235,Simplify like non-native
AI,0.022807719,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,58,Plain
Human,0.62360698,AI,Quil,No,Real TOEFL,Human,900,NA
AI,0.026315719,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,520,Elevate using technical
Human,5.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,97,NA
AI,0.267597884,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,562,Elevate using technical
AI,0.993629515,AI,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,416,Plain
AI,0.000258625,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,911,Enhance like native
Human,4.19E-08,Human,GPTZero,Yes,Real CS224N,Human,735,NA
Human,2.12E-06,Human,GPTZero,Yes,Real CS224N,Human,830,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,851,NA
AI,2.12E-06,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,41,Plain
Human,0.125,Human,ZeroGPT,No,Real TOEFL,Human,453,NA
Human,0.870862748,AI,GPTZero,No,Real TOEFL,Human,217,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,79,NA
AI,0.000318289,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,330,Enhance like native
AI,0.034649968,Human,Quil,NA,Fake CS224N - GPT3,GPT3,656,Plain
Human,0.986178517,AI,HFOpenAI,No,Real TOEFL,Human,55,NA
AI,0.9797948,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,666,Plain
AI,0.006283932,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,54,Elevate using technical
AI,0.960255563,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,721,Elevate using technical
Human,6.04E-16,Human,GPTZero,Yes,US 8th grade essay,Human,99,NA
AI,0.20579958,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,922,Enhance like native
Human,0.693072081,AI,Quil,No,Real TOEFL,Human,377,NA
Human,3.00E-04,Human,OriginalityAI,Yes,US 8th grade essay,Human,190,NA
AI,0.002501667,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,597,Elevate using technical
Human,0.002788603,Human,Quil,Yes,US 8th grade essay,Human,116,NA
Human,0.000224216,Human,Crossplag,Yes,US 8th grade essay,Human,913,NA
Human,0.434578568,Human,Crossplag,No,Real TOEFL,Human,901,NA
AI,0.503938437,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,728,Elevate using technical
AI,0.000100059,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,601,Elevate using technical
Human,0.000169158,Human,Quil,Yes,Real College Essays,Human,314,NA
AI,0.02072954,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,92,Simplify like non-native
AI,0.510519743,AI,Quil,NA,Fake CS224N - GPT3,GPT3,31,Plain
AI,0.435538935,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,896,Elevate using literary
AI,0.598381579,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,41,Plain
AI,0.000233766,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,499,Elevate using technical
Human,0.000207183,Human,Crossplag,Yes,Real CS224N,Human,816,NA
Human,0.999981355,AI,Sapling,No,Real TOEFL,Human,403,NA
Human,0.028804617,Human,HFOpenAI,No,Real TOEFL,Human,293,NA
Human,0.000100059,Human,GPTZero,No,Real TOEFL,Human,924,NA
AI,0.982635379,AI,Quil,NA,US 8th grade essay - GPT simplify,GPT4,449,Simplify like non-native
AI,0.000174078,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,715,Elevate using technical
AI,0.99555403,AI,Crossplag,NA,Fake CS224N - GPT3,GPT3,478,Plain
AI,0.9992,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,87,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,838,NA
AI,7.01E-12,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,121,Simplify like non-native
AI,0.000198349,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,647,Plain
Human,0.25,Human,ZeroGPT,Yes,US 8th grade essay,Human,150,NA
AI,0.070856154,Human,Quil,NA,Fake CS224N - GPT3,GPT3,586,Plain
Human,0.900023467,AI,GPTZero,No,Real TOEFL,Human,403,NA
Human,1.47E-05,Human,GPTZero,Yes,Real CS224N,Human,817,NA
AI,0.012803676,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,514,Elevate using technical
AI,0.000477145,Human,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,383,Elevate using literary
Human,0,Human,ZeroGPT,Yes,Real College Essays,Human,247,NA
Human,0.007364094,Human,Quil,Yes,US 8th grade essay,Human,237,NA
AI,0.977471173,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,618,Elevate using technical
Human,0.0017,Human,OriginalityAI,Yes,US 8th grade essay,Human,117,NA
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,23,Plain
Human,0.006564657,Human,OriginalityAI,Yes,Real CS224N,Human,742,NA
AI,7.93E-07,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,63,Elevate using literary
AI,0.206661388,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,172,Simplify like non-native
AI,0.000169596,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,643,Elevate using technical
AI,0.218117833,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,530,Elevate using technical
AI,0.000356801,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,653,Elevate using technical
AI,0.000184361,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,669,Elevate using technical
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,787,NA
AI,0.001659366,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,667,Elevate using technical
AI,0.340484649,Human,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,595,Plain
Human,0.003212095,Human,OriginalityAI,Yes,Real CS224N,Human,749,NA
AI,0.361426353,Human,Quil,NA,Fake CS224N - GPT3,GPT3,521,Plain
AI,1.39E-05,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,639,Elevate using technical
Human,5.78E-09,Human,GPTZero,Yes,Real CS224N,Human,857,NA
Human,0.000172449,Human,Crossplag,Yes,Real CS224N,Human,860,NA
Human,2.34E-20,Human,GPTZero,Yes,Real College Essays,Human,395,NA
AI,7.91E-10,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,232,Simplify like non-native
Human,0.000532205,Human,Crossplag,Yes,Real College Essays,Human,391,NA
Human,7.03E-19,Human,GPTZero,Yes,Real College Essays,Human,224,NA
AI,0.039963465,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,482,Plain
Human,7.95E-17,Human,GPTZero,Yes,US 8th grade essay,Human,456,NA
Human,1.47E-05,Human,GPTZero,Yes,Real CS224N,Human,869,NA
AI,5.78E-09,Human,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,105,Simplify like non-native
Human,0.999828219,AI,Quil,No,Real TOEFL,Human,267,NA
AI,0.000632226,Human,Quil,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
AI,0.000516898,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,154,Simplify like non-native
Human,0.000214678,Human,Crossplag,Yes,Real College Essays,Human,432,NA
Human,0.723558009,AI,HFOpenAI,No,Real TOEFL,Human,323,NA
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,164,NA
AI,0.010591865,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,285,Enhance like native
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,32,Plain
Human,0.050277954,Human,Sapling,Yes,US 8th grade essay,Human,157,NA
Human,0.998245239,AI,OriginalityAI,No,Real TOEFL,Human,334,NA
AI,0.000754287,Human,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,375,Enhance like native
AI,0.001769074,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,54,Elevate using technical
AI,0.465176135,Human,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,393,Simplify like non-native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,607,Elevate using technical
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,588,Plain
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,252,NA
AI,0.998122275,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,13,Plain
AI,0.005810694,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,663,Plain
AI,1,AI,ZeroGPT,NA,Fake College Essays - GPT3,GPT3,221,Plain
AI,0.028957633,Human,Crossplag,NA,Fake College Essays - GPT3,GPT3,531,Plain
AI,0.170741081,Human,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,367,Enhance like native
Human,0.000191666,Human,HFOpenAI,Yes,Real CS224N,Human,778,NA
AI,0.000213206,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,392,Elevate using technical
AI,4.19E-08,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,366,Elevate using literary
AI,0.999762118,AI,Quil,NA,Fake CS224N - GPT3,GPT3,670,Plain
Human,0.000172978,Human,HFOpenAI,Yes,Real College Essays,Human,47,NA
Human,0.653521362,AI,GPTZero,No,Real TOEFL,Human,345,NA
AI,0.003605173,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,718,Elevate using technical
Human,0.000205457,Human,Quil,Yes,US 8th grade essay,Human,143,NA
Human,3.87E-53,Human,GPTZero,Yes,Real College Essays,Human,729,NA
Human,0.002132448,Human,OriginalityAI,Yes,Real College Essays,Human,402,NA
Human,0.096520364,Human,HFOpenAI,Yes,Real CS224N,Human,825,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,649,Elevate using technical
AI,0.427933216,Human,Quil,NA,Fake CS224N - GPT3,GPT3,642,Plain
AI,0.99249202,AI,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,572,Plain
AI,0,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,24,Plain
AI,0.000168771,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,625,Elevate using technical
AI,0.210877225,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
Human,0.000182783,Human,HFOpenAI,Yes,Real CS224N,Human,750,NA
Human,0.596153915,AI,Crossplag,Yes,Real CS224N,Human,843,NA
Human,0.054767724,Human,HFOpenAI,No,Real TOEFL,Human,542,NA
Human,1.36E-06,Human,Sapling,No,Real TOEFL,Human,300,NA
AI,0.033965637,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,441,Elevate using technical
Human,0.9999993,AI,Sapling,No,Real TOEFL,Human,242,NA
AI,0.999500513,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,609,Elevate using technical
AI,0.000176489,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,523,Elevate using technical
AI,0.976759145,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,87,Simplify like non-native
AI,0.999820411,AI,Quil,NA,Fake CS224N - GPT3,GPT3,17,Plain
Human,6.64E-16,Human,GPTZero,Yes,US 8th grade essay,Human,116,NA
AI,0.000638425,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,312,Enhance like native
AI,0.039601773,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,475,Elevate using technical
AI,0.002409147,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,614,Elevate using technical
Human,0.667226493,AI,Crossplag,No,Real TOEFL,Human,371,NA
Human,0.75,AI,ZeroGPT,No,Real TOEFL,Human,543,NA
AI,1,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,442,Plain
AI,0.000307153,Human,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,284,Plain
Human,9.62E-07,Human,Sapling,Yes,Real College Essays,Human,365,NA
Human,0.000181019,Human,Quil,Yes,US 8th grade essay,Human,51,NA
AI,0.989376833,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,387,Plain
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,384,Plain
AI,0.000174582,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,613,Elevate using technical
AI,0.029256627,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,208,Enhance like native
Human,5.78E-09,Human,GPTZero,Yes,Real CS224N,Human,787,NA
AI,0.049765252,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,408,Plain
AI,0.99361966,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,468,Plain
Human,0.325222194,Human,HFOpenAI,Yes,Real CS224N,Human,821,NA
Human,1.08E-06,Human,Sapling,Yes,Real College Essays,Human,548,NA
AI,0.058887556,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,663,Plain
AI,0.998344898,AI,Crossplag,NA,Fake College Essays - GPT3,GPT3,315,Plain
Human,3.45E-14,Human,GPTZero,Yes,US 8th grade essay,Human,185,NA
AI,0.003452003,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,354,Enhance like native
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,555,Elevate using technical
AI,0.00014605,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,74,Elevate using literary
AI,0.000348944,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,461,Plain
AI,0.014730275,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,653,Elevate using technical
AI,0.999738276,AI,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,435,Plain
Human,0.152200326,Human,OriginalityAI,Yes,Real CS224N,Human,848,NA
Human,0.000520104,Human,OriginalityAI,Yes,Real College Essays,Human,44,NA
AI,0,Human,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,502,Elevate using technical
Human,0.000187576,Human,Quil,Yes,Real College Essays,Human,365,NA
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,809,NA
AI,0.887165174,AI,GPTZero,NA,Fake CS224N - GPT3,GPT3,684,Plain
Human,0.997527778,AI,OriginalityAI,No,Real TOEFL,Human,431,NA
Human,0.000176596,Human,Crossplag,Yes,Real CS224N,Human,743,NA
Human,0.004971191,Human,Sapling,Yes,US 8th grade essay,Human,112,NA
AI,0.999961882,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,198,Simplify like non-native
AI,0.000242859,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,555,Elevate using technical
Human,0.000170155,Human,HFOpenAI,Yes,Real College Essays,Human,549,NA
AI,5.46E-07,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,706,Plain
AI,0,Human,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,489,Enhance like native
AI,0.068972401,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,505,Elevate using technical
AI,0.981724739,AI,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,367,Enhance like native
Human,0.010552023,Human,Crossplag,Yes,Real CS224N,Human,872,NA
Human,0.143701315,Human,OriginalityAI,Yes,Real CS224N,Human,761,NA
AI,0.343623882,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,256,Enhance like native
AI,1.07E-10,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,2,Elevate using literary
Human,0.677553952,AI,HFOpenAI,No,Real TOEFL,Human,329,NA
Human,0.006516178,Human,Crossplag,Yes,Real CS224N,Human,856,NA
AI,0.000180907,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,623,Elevate using technical
AI,0.000372069,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
AI,0.75,AI,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,508,Plain
AI,0.766835332,AI,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,1.48E-05,Human,Sapling,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,474,Elevate using literary
Human,0,Human,ZeroGPT,Yes,Real CS224N,Human,735,NA
AI,0.226660311,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,393,Simplify like non-native
Human,0.99997472,AI,Sapling,No,Real TOEFL,Human,490,NA
Human,0.972271621,AI,Crossplag,No,Real TOEFL,Human,296,NA
Human,0.031562474,Human,Crossplag,Yes,Real CS224N,Human,795,NA
Human,0.593084574,AI,Crossplag,No,Real TOEFL,Human,62,NA
AI,0.982691228,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,84,Simplify like non-native
AI,0.997541267,AI,Sapling,NA,Fake College Essays - GPT3,GPT3,220,Plain
AI,0.995246589,AI,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,106,Simplify like non-native
AI,0.999999092,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,36,Plain
AI,0.000175538,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,536,Elevate using technical
Human,0.973050177,AI,Quil,No,Real TOEFL,Human,343,NA
AI,1.47E-05,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,911,Enhance like native
Human,0.06352476,Human,OriginalityAI,Yes,Real CS224N,Human,810,NA
Human,0.000303149,Human,Quil,Yes,Real College Essays,Human,222,NA
Human,0.003251978,Human,OriginalityAI,Yes,Real CS224N,Human,770,NA
AI,6.24E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,895,Enhance like native
AI,0.091130883,Human,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,437,Elevate using technical
Human,0.003036126,Human,OriginalityAI,Yes,Real CS224N,Human,880,NA
AI,0.000482202,Human,Quil,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,2,Elevate using literary
AI,0.999993928,AI,Sapling,NA,Fake CS224N - GPT3,GPT3,435,Plain
AI,6.63E-06,Human,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,664,Elevate using technical
Human,0.000175674,Human,Crossplag,Yes,Real CS224N,Human,854,NA
Human,7.91E-07,Human,Sapling,Yes,Real College Essays,Human,466,NA
AI,0.000175893,Human,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,639,Elevate using technical
Human,0.5,Human,ZeroGPT,No,Real TOEFL,Human,274,NA
AI,0.25,Human,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,202,Elevate using literary
AI,0.000296373,Human,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,261,Enhance like native
AI,0.000393941,Human,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,383,Elevate using literary
AI,0.000261925,Human,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,631,Plain
AI,0.993759573,AI,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,538,Plain
Human,0.00796317,Human,Crossplag,Yes,US 8th grade essay,Human,151,NA
AI,0.898334205,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,726,Elevate using technical
AI,0.502659077,AI,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
Human,0.0855,Human,OriginalityAI,Yes,US 8th grade essay,Human,241,NA
AI,0.980576098,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,138,Simplify like non-native
AI,0.013090803,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,564,Plain
AI,0.475128502,Human,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,234,Simplify like non-native
AI,1.26E-06,Human,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,235,Simplify like non-native
AI,0.25,Human,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,708,Plain
Human,0.000176398,Human,Crossplag,Yes,Real CS224N,Human,824,NA
AI,0.007824838,Human,Quil,NA,Fake CS224N - GPT3,GPT3,576,Plain
Human,0.625,AI,ZeroGPT,No,Real TOEFL,Human,544,NA
AI,2.12E-06,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,258,Enhance like native
Human,0.027810292,Human,OriginalityAI,Yes,Real CS224N,Human,849,NA
AI,0.895757139,AI,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,425,Simplify like non-native
AI,5.48E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,922,Enhance like native
Human,0.012651207,Human,Crossplag,No,Real TOEFL,Human,75,NA
AI,0.702516437,AI,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,0.000181854,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,339,Enhance like native
AI,0.000258148,Human,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,414,Enhance like native
Human,0.999999576,AI,Sapling,No,Real TOEFL,Human,260,NA
Human,5.78E-09,Human,GPTZero,Yes,Real CS224N,Human,759,NA
AI,1.47E-05,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,316,Enhance like native
Human,0.000393845,Human,Crossplag,Yes,Real CS224N,Human,883,NA
AI,0.999739587,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,722,Elevate using technical
AI,0.508889914,AI,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,606,Elevate using technical
AI,0.997985601,AI,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,528,Elevate using technical
AI,0.001659085,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,291,Enhance like native
AI,0.476482987,Human,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,649,Elevate using technical
AI,1.07E-10,Human,GPTZero,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,42,Elevate using literary
AI,1.47E-05,Human,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,912,Enhance like native
Human,0.088229656,Human,Quil,Yes,Real College Essays,Human,486,NA
Human,0.976458907,AI,OriginalityAI,No,Real TOEFL,Human,333,NA
AI,0.000172121,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,581,Elevate using technical
AI,0.9714,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,182,Simplify like non-native
AI,0.036949266,Human,Crossplag,NA,Fake CS224N - GPT3,GPT3,26,Plain
Human,3.72E-06,Human,Sapling,Yes,US 8th grade essay,Human,890,NA
Human,0.999999482,AI,Sapling,No,Real TOEFL,Human,62,NA
Human,0.000235867,Human,HFOpenAI,Yes,US 8th grade essay,Human,115,NA
AI,0.9955,AI,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,159,Simplify like non-native
Human,0,Human,ZeroGPT,Yes,US 8th grade essay,Human,241,NA
AI,0.999193018,AI,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,562,Elevate using technical
Human,0.000185311,Human,Quil,Yes,Real College Essays,Human,388,NA
AI,6.24E-07,Human,Sapling,NA,Fake CS224N - GPT3,GPT3,647,Plain
AI,0.00017146,Human,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,54,Elevate using technical
Human,0,Human,ZeroGPT,No,Real TOEFL,Human,910,NA
AI,0.000100059,Human,GPTZero,NA,Fake CS224N - GPT3,GPT3,468,Plain
AI,1.47E-05,Human,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,555,Elevate using technical
AI,6.14E-07,Human,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,376,Enhance like native
Human,0.000186005,Human,HFOpenAI,Yes,Real CS224N,Human,801,NA
